"","ID","X","ISO_SOV1","SOVEREIGN1","New.OpCode","X5STRING","Exped.","Location.x","Sublocation","SAUP.Cell","IUCN","Protection","USE.","Grounded.","Date","Year","Month","Long.in","Lat.in","Long.out","Lat.out","Time.In","Time.Out","EM.who","EM.date","PM.who","PM.date","ID.check","Field.comments","Processing.comments","OpCode","Camera.Depth..m.","Rig.","Site.Rig","Converted","Video.file","Left.Camera","Right.Cam","Site","Code","Distance.from.summit","Direction","Initial.obs","Vessel","HD.Num","Bait","Gear","Have.Lengths.","Have.MaxN.","Status","Seabed.depth..m.","Zone","Crew","Species","CTD","Water.sample.metadata","Project","Project.1","Wpt","Habitat.taken","Habitat.type","Total.time.Processed.for.MaxN","Location.y","GEONAME","TERRITORY1","conflicts","RuleofLaw_mean","NoViolence_mean","GovernmentEffectiveness_mean","Voice_mean","Corruption_mean","HDI_mean","Country","NGO","MarineEcosystemDependency","SAU","TravelTime_market","LinearDistcities","TravelTime_pop","LinearDistpop","FE_PurseSeine","FE_DriftingLongline","FE_FixedGear","FE_OtherFishing","FE_Trawlers","distPort","distSeamounts","distCoralReef","Bathymetry","Slope","distCoast","PP","CHL","SST_mean","SST_sd","protection"
"1174",5945,2507,"AUS","Australia","DHI12_002","DHI12_02","Shark Bay 2012","Shark Bay","DHI1",NA,"No","Out","Yes","no","19/04/2012",2012,"Apr",113.13205,-26.1576,"-","-","17:00.0","32:00.0","Gabe","-","","","","","","DHI002","20","","","","WP898L.avi","","","DHI","","","","","","","","","DHI12_002","DHI12_002","Done_EMPM","","","","","","","","","",NA,NA,NA,"Shark Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,710.6018882,2099.051836,699683.9453,6,2286.978978,NA,NA,NA,NA,NA,7.073977947,493911.3789,9774.090848,-60.92768478,89.95065308,2434.181821,1099.107178,0.561206996,23.25109291,1.497653723,"All"
"1175",5946,2508,"AUS","Australia","DHI12_004","DHI12_01","Shark Bay 2012","Shark Bay","DHI1",NA,"No","Out","Yes","no","18/04/2012",2012,"Apr",113.14022,-26.17029,"-","-","50:00.0","05:00.0","Gabe","-","","","","","","DHI004","10","","","","WP544L.avi","","","DHI","","","","","","","","","#N/A","DHI12_004","Done_EM","","","","","","","","","",NA,NA,NA,"Shark Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,710.6018882,2094.113074,698037.6912,4.242640687,1964.293975,0,0,0,NA,NA,5.987776279,492652.5949,11298.23171,-60.85551453,89.95983887,2491.412207,861.5786133,0.430414528,23.29135323,1.491578221,"All"
"1176",5954,1787,"AUS","Australia","DHI12_012","DHI12_03","Shark Bay 2012","Shark Bay","DHI1",NA,"No","Out","Yes","no","18/04/2012",2012,"Apr",113.13314,-26.16447,"-","-","12:00.0","27:00.0","Gabe","-","","","","","","DHI012","10","","","","WP552L.avi","","","DHI","","","","","","","","","#N/A","DHI12_012","Done_EM","","","","","","","","","",NA,NA,NA,"Shark Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,710.6018882,2096.740712,698913.5705,7.242640687,2258.709359,NA,NA,NA,NA,NA,7.073977947,493162.1358,10567.9209,-66.79413605,89.95425415,2665.414652,1099.107178,0.561206996,23.25109291,1.497653723,"All"
"1177",5965,1496,"AUS","Australia","DHI12_023","DHI12_11","Shark Bay 2012","Shark Bay","DHI2",NA,"State","In","No","yes","22/04/2012",2012,"Apr",113.19039,-26.15341,"-","-","02:00.0","17:00.0","Phil","-","","","","","","DHI023","5","","","","WP582L.avi","","","DHI","","","","","","","","","DHI12_023","DHI12_023","Done_EMPM","","","","","","","","","",NA,NA,NA,"Shark Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,710.6018882,2094.105156,698035.0519,0,487.3669322,NA,NA,NA,NA,NA,2.437585831,495587.3903,11148.27085,-1.909432054,89.65086365,726.5752278,1947.980347,0.999906003,23.10114479,1.515258312,"All"
"1178",5971,1506,"AUS","Australia","DHI12_029","DHI12_12","Shark Bay 2012","Shark Bay","DHI2",NA,"State","In","Yes","no","24/04/2012",2012,"Apr",113.20118,-26.15842,"-","-","37:00.0","52:00.0","Lloyd","-","","","","","","DHI029","5","","","","WP594L.avi","","","DHI","","","","","","","","","DHI12_029","DHI12_029","Done_EMPM","","","","","","","","","",NA,NA,NA,"Shark Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,710.6018882,2091.35096,697116.9867,0,399.1979062,NA,NA,NA,NA,NA,1.111949325,495256.1699,12213.8755,-7.128628731,89.95043945,1008.146102,1947.980347,0.999906003,23.10114479,1.515258312,"All"
"1179",5972,1507,"AUS","Australia","DHI12_030","DHI12_10","Shark Bay 2012","Shark Bay","DHI2",NA,"State","In","Yes","no","23/04/2012",2012,"Apr",113.1797,-26.1479,"-","-","25:00.0","40:00.0","Kirsty","-","","","","","","DHI030","5","","","","WP602L.avi","","","DHI","","","","","","","","","DHI12_030","DHI12_030","Done_EMPM","","","","","","","","","",NA,NA,NA,"Shark Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,710.6018882,2097.011199,699003.7331,0,431.7428645,0,0,NA,NA,NA,2.988331556,495979.3983,10065.3443,-3.944372177,89.92870331,849.6653512,1947.980347,0.999906003,23.10114479,1.515258312,"All"
"1180",5977,1499,"AUS","Australia","DHI12_035","DHI12_13","Shark Bay 2012","Shark Bay","DHI2",NA,"State","In","Yes","no","23/04/2012",2012,"Apr",113.17409,-26.14588,"-","-","00:00.0","15:00.0","Lucille","-","","","","","","DHI035","5","","","","WP612L.avi","","","DHI","","","","","","","","","DHI12_035","DHI12_035","Done_EMPM","","","","","","","","","",NA,NA,NA,"Shark Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,710.6018882,2098.258296,699419.432,3,570.1154778,0,0,NA,NA,NA,3.72969532,496088.48,9596.734591,-2.096806049,89.97389221,531.6693187,1947.980347,0.999906003,23.10114479,1.515258312,"All"
"1181",5978,1500,"AUS","Australia","DHI12_036","DHI12_06","Shark Bay 2012","Shark Bay","DHI2",NA,"State","In","Yes","no","23/04/2012",2012,"Apr",113.16855,-26.14101,"-","-","15:00.0","30:00.0","","-","","","","","","DHI036","5","","","","WP615L.avi","","","DHI","","","","","","","","","#N/A","DHI12_036","Done_EM","","","","","","","","","",NA,NA,NA,"Shark Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,710.6018882,2100.410438,700136.8126,0,255.8063684,NA,NA,NA,NA,NA,4.482583046,496519.2798,8852.66536,-8.918193817,89.97304535,564.003328,1947.980347,0.999906003,23.10114479,1.515258312,"All"
"1182",5980,1529,"AUS","Australia","DHI12_038","DHI12_07","Shark Bay 2012","Shark Bay","DHI2",NA,"State","In","Yes","no","24/04/2012",2012,"Apr",113.17046,-26.1383,"-","-","51:00.0","06:00.0","Lloyd","-","","","","","","DHI038","5","","","","WP617L.avi","","","DHI","","","","","","","","","#N/A","DHI12_038","Done_EM","","","","","","","","","",NA,NA,NA,"Shark Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,710.6018882,2101.072806,700357.602,0,580.8165779,NA,NA,NA,NA,NA,4.482583046,496862.8022,8665.364766,-8.918193817,89.97304535,912.4494403,1947.980347,0.999906003,23.10114479,1.515258312,"All"
"1183",5986,2669,"AUS","Australia","DHI12_044","DHI12_14","Shark Bay 2012","Shark Bay","DHI2",NA,"State","In","Yes","no","24/04/2012",2012,"Apr",113.17474,-26.13583,"-","-","23:00.0","38:00.0","Lucille","-","","","","","","DHI044","","","","","WP624L.avi","","","DHI","","","","","","","","","#N/A","DHI12_044","Done_EM","","","","","","","","","",NA,NA,NA,"Shark Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,710.6018882,2101.405132,700468.3772,3,1078.949264,NA,NA,NA,NA,NA,4.482583046,497228.7491,8633.250774,-22.50872421,89.96511078,1405.416968,1947.980347,0.999906003,23.10114479,1.515258312,"All"
"1184",5993,2676,"AUS","Australia","DHI12_051","DHI12_08","Shark Bay 2012","Shark Bay","DHI2",NA,"State","In","Yes","no","25/04/2012",2012,"Apr",113.17692,-26.13357,"-","-","27:00.0","42:00.0","Lloyd","-","","","","","","DHI051","5","","","","WP632L.avi","","","DHI","","","","","","","","","DHI12_051","DHI12_051","Done_EMPM","","","","","","","","","",NA,NA,NA,"Shark Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,710.6018882,2101.895567,700631.8555,3,1063.27127,NA,NA,NA,NA,NA,4.875241756,497527.5647,8532.613255,-21.50102806,89.94984436,1226.812184,1947.980347,0.999906003,23.10114479,1.515258312,"All"
"1185",5994,2677,"AUS","Australia","DHI12_052","DHI12_09","Shark Bay 2012","Shark Bay","DHI2",NA,"State","In","Yes","no","25/04/2012",2012,"Apr",113.17662,-26.12883,"-","-","41:00.0","56:00.0","Lucille","-","","","","","","DHI052","5","","","","WP633L.avi","","","DHI","","","","","","","","","DHI12_052","DHI12_052","Done_EMPM","","","","","","","","","",NA,NA,NA,"Shark Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,710.6018882,2103.445268,701148.4227,3,518.2244901,NA,NA,NA,NA,NA,4.875241756,498052.7692,8072.521153,-21.7600956,89.96381378,765.4759867,1947.980347,0.999906003,23.10114479,1.515258312,"All"
"1186",5996,2679,"AUS","Australia","DHI12_054","DHI12_15","Shark Bay 2012","Shark Bay","DHI2",NA,"No","Out","Yes","no","25/04/2012",2012,"Apr",113.17581,-26.11671,"-","-","57:00.0","12:00.0","Lucille","-","","","","","","DHI054","5","","","","WP635L.avi","","","DHI","","","","","","","","","#N/A","DHI12_054","Done_EM","","","","","","","","","",NA,NA,NA,"Shark Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,710.6018882,2107.413233,702471.0778,0,138.5655544,NA,NA,NA,NA,NA,5.907300949,497789.6061,6946.562037,-8.708884239,89.96053314,226.1120309,NA,NA,23.25645828,1.540916204,"All"
"1187",6003,2686,"AUS","Australia","DHI12_061","DHI12_04","Shark Bay 2012","Shark Bay","DHI1",NA,"State","In","Yes","no","19/04/2012",2012,"Apr",113.12902,-26.15182,"-","-","07:00.0","22:00.0","Lucille","-","","","","","","DHI061","10","","","","WP906L.avi","","","DHI","","","","","","","","","#N/A","DHI12_061","Done_EM","","","","","","","","","",NA,NA,NA,"Shark Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,710.6018882,2101.226306,700408.7685,9,2577.155803,NA,NA,NA,NA,NA,7.331755638,494499.428,9096.939393,-62.10970688,89.94541168,2629.583213,1099.107178,0.561206996,23.25109291,1.497653723,"All"
"1188",6010,3028,"AUS","Australia","MON18_200","MON18_40","Montebellos 2018","Montebellos","AMP",NA,"VI","In","Yes","no","23/08/2018",2018,"Aug",115.758002,-20.23801904,"115.744622","-20.24789301","45:00.0","54:00.0","ND","07/11/2018","ND","43411","CR","","","MON18_200","10","5","","","MON18_200L.avi","222","223","","","","","","Browse Ex","","Pilchards","","MON18_200","MON18_200","Done_EMPM","","","","","","","","GWOT","",NA,NA,NA,"Montebellos","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,356.8648923,4031.059248,1343686.416,75.12489168,25127.4229,NA,NA,NA,NA,0,46.09658051,464723.9817,27771.72296,-51.89479065,89.58766937,25430.10969,NA,0.27533403,27.03104019,2.314514399,"Not reported"
"1189",6012,5580,"FRA","France","NEW12_002","NEW12_01","New Caledonia 2012","New Caledonia","New Cal 1",NA,"No","No","Yes","no","18/10/2012",2012,"Oct",163.6617,-19.14205,"163.65715","-19.13851667","05:00.0","20:00.0","Zog","20/05/2013","","","","","Hammerhead","NEW002","10","2","","","NEW002.avi","","","Corne Nord","","","","","","","","drift","NEW12_002","#N/A","ToBeAdded","","","","","","","","","",NA,NA,NA,"New Caledonia","New Caledonian Exclusive Economic Zone","New Caledonia",37,1.44,0.24,1.41,1.19,1.34,0.886,"France",1964,0.102209,297.0844899,810.4087297,458019.1492,146.1837662,46193.67059,NA,NA,NA,NA,NA,172.3604126,35702.01328,1676.741214,-18.01083565,89.93291473,46963.50646,525.0580444,0.207664996,26.04645729,1.559081793,"All"
"1190",6016,5584,"FRA","France","NEW12_006","NEW12_02","New Caledonia 2012","New Caledonia","New Cal 1",NA,"No","No","Yes","no","19/10/2012",2012,"Oct",163.40995,-18.88756667,"163.4122917","-18.94988333","18:00.0","33:00.0","Zog","20/05/2013","","","","","Fish at 161min outside reef, GUY bait technique","NEW006","10","1","","","WP6L.avi","","","Corne Nord","","","","","","","","moored","NEW12_006","#N/A","Done_EM","","","","","","","","","",NA,NA,NA,"New Caledonia","New Caledonian Exclusive Economic Zone","New Caledonia",37,1.44,0.24,1.41,1.19,1.34,0.886,"France",1964,0.102209,16.79385454,925.776262,493861.939,182.5218613,57042.27361,NA,NA,NA,NA,NA,208.3622742,62962.9556,439.2981511,-28.75841904,89.99079895,57845.49204,463.1015625,0.17918019,26.25947952,1.482435822,"All"
"1191",6021,5751,"FRA","France","NEW12_011","NEW12_03","New Caledonia 2012","New Caledonia","New Cal 1",NA,"No","No","Yes","no","20/10/2012",2012,"Oct",163.5433667,-18.86033333,"163.5301583","-18.849225","34:00.0","49:00.0","Zog","21/05/2013","","","","","","NEW011","10","1","","","WP11L.avi","","","Corne Nord","","","","","","","","moored","NEW12_011","NEW12_011","Done_EM","","","","","","","","","",NA,NA,NA,"New Caledonia","New Caledonian Exclusive Economic Zone","New Caledonia",37,1.44,0.24,1.41,1.19,1.34,0.886,"France",1964,0.102209,14.61969735,918.6219331,480583.2775,189.6761902,62519.17059,NA,0.156851858,NA,NA,NA,205.9532013,52622.74478,0,-423.9607849,89.99834442,63234.30077,486.0131226,0.184198067,26.32640648,1.493078351,"All"
"1192",6029,5799,"FRA","France","NEW12_019","NEW12_04","New Caledonia 2012","New Caledonia","New Cal 1",NA,"No","No","Yes","no","21/10/2012",2012,"Oct",163.5968833,-18.89641667,"163.5994833","-18.90895","25:00.0","40:00.0","Zog","30/05/2013","","","","","No fish","NEW019","10","4","","","NEW019.avi","","","Corne Nord","","","","","","","","drift","#N/A","#N/A","Done_EM","","","","","","","","","",NA,NA,NA,"New Caledonia","New Caledonian Exclusive Economic Zone","New Caledonia",37,1.44,0.24,1.41,1.19,1.34,0.886,"France",1964,0.102209,14.61969735,900.4087297,476896.9109,207.8893937,69250.97472,NA,NA,NA,NA,NA,199.5337372,46013.22283,3409.679071,-1305.951904,89.99815369,69961.16343,346.7662659,0.130537823,26.32062531,1.48079145,"Out"
"1193",6031,5558,"FRA","France","NEW12_021","NEW12_05","New Caledonia 2012","New Caledonia","New Cal 1",NA,"No","No","Yes","no","22/10/2012",2012,"Oct",163.7001167,-19.08583333,"163.6924833","-19.081175","43:00.0","58:00.0","Zog","21/05/2013","","","","","","NEW021","10","1","","","WP21L.avi","","","Corne Nord","","","","","","","","moored","NEW12_021","NEW12_021","Done_EM","","","","","","","","","",NA,NA,NA,"New Caledonia","New Caledonian Exclusive Economic Zone","New Caledonia",37,1.44,0.24,1.41,1.19,1.34,0.886,"France",1964,0.102209,297.0844899,834.538672,461408.567,172.1543289,53627.87956,NA,NA,NA,NA,NA,176.0806122,30997.70748,104.0239974,5.853399277,89.95391846,54367.53379,725.2682495,0.289065391,26.10796738,1.516305089,"All"
"1194",6036,5563,"FRA","France","NEW12_026","NEW12_06","New Caledonia 2012","New Caledonia","New Cal 1",NA,"No","No","Yes","no","23/10/2012",2012,"Oct",163.6598833,-19.09946667,"163.6873639","-19.09200833","36:00.0","51:00.0","Zog","22/05/2013","","","","","INSIDE LAGOON","NEW026","10","1","","","WP26L.avi","","","Corne Nord","","","","","","","","moored","NEW12_026","NEW12_026","Done_EM","","","","","","","","","",NA,NA,NA,"New Caledonia","New Caledonian Exclusive Economic Zone","New Caledonia",37,1.44,0.24,1.41,1.19,1.34,0.886,"France",1964,0.102209,297.0844899,825.4087297,462299.963,161.1837662,51211.38243,NA,NA,NA,NA,NA,176.5028992,34997.88251,1902.268863,7.573494434,89.91724396,51996.17164,605.4823608,0.243367642,26.05848885,1.52615869,"All"
"1195",6041,5731,"FRA","France","NEW12_031","NEW12_07","New Caledonia 2012","New Caledonia","New Cal 1",NA,"No","No","Yes","no","24/10/2012",2012,"Oct",163.2222667,-19.43383333,"163.2012083","-19.41601667","56:00.0","11:00.0","Zog","22/05/2013","","","","","OUTSIDE REEF WEST","NEW031","10","1","","","WP31L.avi","","","Recifs des Francais","","","","","","","","moored","#N/A","NEW12_031","Done_EM","","","","","","","","","",NA,NA,NA,"New Caledonia","New Caledonian Exclusive Economic Zone","New Caledonia",37,1.44,0.24,1.41,1.19,1.34,0.886,"France",1964,0.102209,117.4392129,760.6879503,457589.0949,111.4264069,34759.51526,NA,NA,NA,NA,NA,168.4858704,88621.43726,244.0141666,58.94112778,89.98852539,35437.57655,844.3950806,0.337013036,25.94343567,1.661594152,"Out"
"1196",6050,5700,"FRA","France","NEW12_040","NEW12_08","New Caledonia 2012","New Caledonia","New Cal 1",NA,"No","No","Yes","no","25/10/2012",2012,"Oct",163.1611,-19.24601667,"163.1569167","-19.23166667","25:00.0","40:00.0","Zog","04/06/2013","","","","DRIFT","","NEW040","10","5","","","NEW040.avi","","","Recifs des Francais","","","","","","","","drift","NEW12_040","#N/A","ToBeAdded","","","","","","","","","",NA,NA,NA,"New Caledonia","New Caledonian Exclusive Economic Zone","New Caledonia",37,1.44,0.24,1.41,1.19,1.34,0.886,"France",1964,0.102209,117.4392129,826.5996385,478359.4638,158.0071427,51043.40198,NA,NA,NA,NA,NA,187.9810181,85604.15277,3500.392399,10.84910488,89.91925812,51959.54502,506.6827087,0.195989117,25.99395752,1.713503957,"All"
"1197",6054,1347,"PRT","Portugal","SEL15_056","SEL15_19","Selvagens 2015","Selvagen","Selvagen Grande",NA,"No","Out","Yes","no","15/09/2015",2015,"Sept",-15.92505,30.17818333,"-15.9302","30.18586667","02:00.0","42:00.0","Chris","-","Chris","","","","Coryphaena sp 17:45, more GP01 16:20 onwards","SEL056","10","2","","","SEL056L.avi","","","San Benedicto","","","","","","","","Longline","SEL15_056","#N/A","Done_EMPM","","","","","","","","","",NA,NA,NA,"Selvagen","Portuguese Exclusive Economic Zone (Madeira)","Madeira",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,127.5743874,601.4091629,193527.3662,555.3380951,177225.9076,NA,NA,NA,NA,NA,7.284141541,117049.2098,4459528.714,-824.050354,89.99775696,4131.022364,273.2894592,0.13282375,20.96546936,2.049776793,"All"
"1198",6086,4484,"AUS","Australia","TIM12_031","Moored","Timor 2012","Timor","Timor - South",NA,"VI","In","Yes","no","19/09/2012",2012,"Sept",127.44502,-12.219738,"-","-","48:00.0","08:00.0","Lloyd","-","","","","","","TIM031","10","","CAM31RIG19","","TIM031.avi","","","31","","","","","","","","","TIM12_031","#N/A","Done_EMPM","111.2","","","","","","","","",NA,NA,NA,"Timor","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,208.5042442,1009.11627,327684.8182,609.374675,188782.5792,NA,NA,NA,NA,NA,158.4187775,517135.9697,187537.1733,-73.38630676,89.48880005,189825.947,868.7459106,0.338141233,29.61854172,1.610887051,"Not reported"
"1199",6176,6711,"MDV","Maldives","MLD_101","MLD_21","Maldives North 2020","Maldives - Central","Laamu Atoll - S",NA,"","","Yes","no","23/01/2020",2020,"Jan",73.4053,1.80684,"73.41824","1.79839","17:00.0","17:00.0","Tom","30/03/2021","Tom","06/05/2020","AJ","","Very confused if Juvenile sp is actually juvenile Apogonidae sp?","","10","14","","","","202","204","","","Channel","S","","","","1kg Skipjack tuna","Longline","","","Done_EMPM","","","","E bipinnulata, turtle, juvs,","","","","","",NA,NA,NA,"Maldives - Central","Maldives Exclusive Economic Zone","Maldives",0,-0.57,0.23,-0.36,-0.56,-0.67,0.706,NA,NA,0.708048,265.274892,914.1837662,301194.9229,3,685.8271599,NA,NA,NA,NA,NA,118.9993439,63715.0109,574.4248529,-30.49799538,89.99435425,663.6755579,1147.587769,0.404627919,30.02208328,0.661817074,"Out"
"1200",6178,6714,"MDV","Maldives","MLD_112","MLD_23","Maldives North 2020","Maldives - Central","Laamu Atoll - W",NA,"","","Yes","no","24/01/2020",2020,"Jan",73.23431,1.84854,"73.23633","1.82252","20:00.0","31:00.0","Tom","04/01/2021","Tom","11/05/2020","AJ","","","","10","26","","","","227","228","","","1km","W","","","","1kg Skipjack tuna","Longline","","","Done_EMPM","","","","Psenes, Monacanthidae, Caranx sp","","","","","",NA,NA,NA,"Maldives - Central","Maldives Exclusive Economic Zone","Maldives",0,-0.57,0.23,-0.36,-0.56,-0.67,0.706,NA,NA,0.708048,265.274892,920.3086579,296848.1162,13.24264069,4038.733673,NA,NA,NA,NA,NA,125.4128113,69830.38915,1010.211551,-212.2706299,89.99649048,1724.8678,853.9279785,0.296237737,29.88031197,0.68911767,"Out"
"1201",6184,6703,"MDV","Maldives","MLD_106","MLD_22","Maldives North 2020","Maldives - Central","Laamu Atoll - W",NA,"","","Yes","no","24/01/2020",2020,"Jan",73.22692,1.91515,"73.19869","1.89087","51:00.0","14:00.0","Tom","31/03/2021","Tom","11/05/2020","AJ","","Caranx sp Juvenile @124 mins outside EM","","10","17","","","","207","208","","","1.5km outside channel","W","","","","1kg Skipjack tuna","Longline","","","Done_EMPM","","","","Psenes, Caranx sp.","","","","","",NA,NA,NA,"Maldives - Central","Maldives Exclusive Economic Zone","Maldives",0,-0.57,0.23,-0.36,-0.56,-0.67,0.706,NA,NA,0.708048,265.274892,894.5512986,288451.8403,11.48528137,2996.87948,NA,NA,NA,NA,NA,133.0802612,78351.18531,1268.038188,-241.8559723,89.99656677,2477.680013,919.6694336,0.322499543,29.86791611,0.665729463,"Out"
"1202",6188,6685,"MDV","Maldives","MLD_117","MLD_24","Maldives North 2020","Maldives - Central","Laamu Atoll - W",NA,"","","Yes","no","25/01/2020",2020,"Jan",73.23666,1.92517,"73.23167","1.9139","59:00.0","06:00.0","Tom","04/02/2021","Tom","11/05/2020","AJ","","","","10","15","","","","214","230","","","1km","W","","","","1kg Skipjack tuna","Longline","","","Done_EMPM","","","","Psenes","","","","","",NA,NA,NA,"Maldives - Central","Maldives Exclusive Economic Zone","Maldives",0,-0.57,0.23,-0.36,-0.56,-0.67,0.706,NA,NA,0.708048,265.274892,890.3086579,287094.9209,13.24264069,3878.452073,NA,NA,NA,NA,NA,133.996994,79529.80231,204.3906142,-102.1121979,89.99591827,1618.503421,841.6121216,0.296811223,29.90364456,0.656077027,"Out"
"1203",6194,6689,"MDV","Maldives","MLD_121","MLD_25","Maldives North 2020","Maldives - Central","Laamu Atoll - W",NA,"","","No","no","25/01/2020",2020,"Jan",73.23233,1.9484,"73.20107","1.90314","55:00.0","11:00.0","Tom","04/02/2021","","","AJ","","","","10","13N","","","","223","231","","","1km","NW","","","","1kg Skipjack tuna","Longline","","","ToDo_PM","","","","Caranx sp., baitfish, Monacanthidae, Priacanthid","","","","","",NA,NA,NA,"Maldives - Central","Maldives Exclusive Economic Zone","Maldives",0,-0.57,0.23,-0.36,-0.56,-0.67,0.706,NA,NA,0.708048,265.274892,881.3086579,284182.4484,22.24264069,6869.121796,NA,NA,NA,NA,NA,136.3703461,82517.68322,1267.508967,-258.2515869,89.99607849,2683.601157,841.6121216,0.296811223,29.90364456,0.656077027,"Out"
"1204",6199,6706,"MDV","Maldives","MLD_096","MLD_20","Maldives North 2020","Maldives - Central","Thaa Atoll - W",NA,"","","Yes","no","22/01/2020",2020,"Jan",72.92722,2.24308,"72.92092","2.2346","29:00.0","29:00.0","Tom","26/03/2020","Tom","06/05/2020","AJ","","","","10","15","","","","222","223","","","500m Forereef","W","","","","1kg Skipjack tuna","Longline","","","Done_EMPM","","","","Psenes, baitfish, caranx sp., C falciformis 06 9:50","","","","","",NA,NA,NA,"Maldives - Central","Maldives Exclusive Economic Zone","Maldives",0,-0.57,0.23,-0.36,-0.56,-0.67,0.706,NA,NA,0.708048,185.6877146,806.3452378,251582.8275,9,2689.525073,NA,NA,NA,NA,NA,175.8081665,125361.6622,233.8823127,29.37220001,89.98821259,3289.579769,1037.448364,0.38425082,29.91135406,0.592074931,"Out"
"1205",6204,6660,"MDV","Maldives","MLD_091","MLD_19","Maldives North 2020","Maldives - Central","Thaa Atoll - W",NA,"","","Yes","no","22/01/2020",2020,"Jan",72.93063,2.30162,"72.92932","2.29561","38:00.0","44:00.0","Tom","25/03/2020","Tom","06/05/2020","AJ","","Unsure of Apogon sp","","10","14","","","","202","204","","","~2km Channel","W","","","","1kg Skipjack tuna","Longline","","","Done_EMPM","","","","A solandri 05 3:37","","","","","",NA,NA,NA,"Maldives - Central","Maldives Exclusive Economic Zone","Maldives",0,-0.57,0.23,-0.36,-0.56,-0.67,0.706,NA,NA,0.708048,185.6877146,782.3452378,244233.962,3,835.2957186,NA,NA,NA,NA,NA,182.1496582,129732.4136,195.3346653,22.90293694,89.98875427,1171.073183,1047.206665,0.373845667,29.76656151,0.605326355,"Out"
"1206",6207,6657,"MDV","Maldives","MLD_088","MLD_18","Maldives North 2020","Maldives - Central","Meemu Atoll - W Channel drop",NA,"","","Yes","no","21/01/2020",2020,"Jan",73.37318,2.98732,"73.35944","2.98676","26:00.0","31:00.0","Tom","25/03/2020",NA,NA,"AJ","Left failed. Deployed at channel mouth during outgoing current","","","10","17","","","","226","227","","","Channel/fore reef","W","","","","1kg Skipjack tuna","Longline","","","Done_EM","","","","Mobula","","","","","",NA,NA,NA,"Maldives - Central","Maldives Exclusive Economic Zone","Maldives",0,-0.57,0.23,-0.36,-0.56,-0.67,0.706,NA,NA,0.708048,362.9140512,467.9116882,151085.7495,63.21320344,20149.22875,NA,NA,NA,NA,NA,132.6194611,116962.3583,433.5170219,-32.88817215,89.99170685,11050.07526,938.9129028,0.352001667,29.63744736,0.677050948,"Out"
"1207",6209,6573,"MDV","Maldives","MLD_126","MLD_26","Maldives North 2020","Maldives - Central","Thaa Atoll - NW",NA,"","","Yes","no","26/01/2020",2020,"Jan",72.89823,2.3213,"72.90297","2.2921","34:00.0","36:00.0","Tom","23/04/2020","Tom","11/05/2020","AJ","","Check D. macarellus - if it is then all decaps are macarellus. Unknonw sp is salp","","10","17","","","","213","223","","","1km","NW","","","","1kg Skipjack tuna","Longline","","","Done_EMPM","","","","C falciformis 05 1:20 E bipinnulata, Psenes, monacanthidae, baitfish","","","","","",NA,NA,NA,"Maldives - Central","Maldives Exclusive Economic Zone","Maldives",0,-0.57,0.23,-0.36,-0.56,-0.67,0.706,NA,NA,0.708048,185.6877146,780.0731599,242519.6458,3,1332.459751,NA,NA,NA,NA,NA,185.3016663,125910.5846,614.6956063,26.49027061,89.98557281,1458.339749,773.4281006,0.27549082,29.76229095,0.700960279,"Out"
